Feed flow rate limits kg/s,90,110,,,,,,,,,,,,,,,,
Recycle to feed ratio limits,0.025,0.175,,,,,,,,,,,,,,,,
TI-050 limits deg_C,-20,0,,,,,,,,,,,,,,,,
TI-150 limits deg_C,-55,-40,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Feed flow rate kg/s,Recycle flow rate kg/s,TI-050 deg_C,TI-150 deg_C,Condensate flow rate kg/s,Condensate density kg/m3,LNG flow rate kg/s,LNG C5+ mol,Long reinjection mass flow kg/s,Reinjection mass flow kg/s,Status
94.1171859116598,12.0980639651109,-9.41494821718556,-47.9856148625675,2.01720399924091,655.638659933033,92.1004708002893,0.00101064705542749,1.15197640728636,3.38590560028567,True
94.6988103683449,12.8357933666438,-9.40566638046081,-48.4441035687944,2.07050131456308,655.071745756216,92.6288003753139,0.000922768719712533,1.19497476380984,3.45424235542322,True
93.8786402631812,12.1731553142759,-9.87570027769174,-48.6577619718003,1.99256634798907,655.941078661211,91.8865726403539,0.00100438638809576,1.14943525534821,3.71599715098084,True
94.6431776586474,11.5446466173647,-9.80847300623048,-48.626343434729,1.9418127986689,656.936529335441,92.7014245680267,0.00117729285702953,1.09920612401923,4.01780772884467,True
95.0215820895581,12.4913610233199,-9.33956922274862,-47.9597095829221,2.05873814717042,655.338666297423,92.9633355126647,0.000959446593619729,1.17920593033865,3.29568090875369,True
95.0190653158138,13.2472669599899,-8.8507935559758,-48.1008896445126,2.10095721005951,654.757925558847,92.9185922901636,0.00087191049069703,1.19946715804286,3.21424547958769,True
95.3308986963534,13.5381309906895,-8.64245230387982,-48.533127525143,2.09906753868913,654.890478153488,93.2323091659018,0.000891902391476944,1.18845280094307,3.5035395033307,True
94.4277006799186,12.9663412330036,-8.05824923334306,-48.0546008103017,2.00957958503263,655.867204770838,92.4186055635738,0.000998216112813331,1.09761584282514,3.48284694433936,True
93.9571356017156,13.4168646839296,-7.88664945209356,-48.3916171553856,2.03710735037363,655.306911866746,91.9204970271479,0.000951967683583552,1.11804925238286,3.51931935402519,True
94.0801852731386,13.4464461392852,-8.68082713926121,-48.8259053911438,2.05271254837038,655.114330036328,92.0279386151126,0.000904012943772563,1.15925280021938,3.64890073943193,True
