Feed flow rate limits kg/s,90,110,,,,,,,,,,,,,,,,
Recycle to feed ratio limits,0.025,0.175,,,,,,,,,,,,,,,,
TI-050 limits deg_C,-20,0,,,,,,,,,,,,,,,,
TI-150 limits deg_C,-55,-40,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Feed flow rate kg/s,Recycle flow rate kg/s,TI-050 deg_C,TI-150 deg_C,Condensate flow rate kg/s,Condensate density kg/m3,LNG flow rate kg/s,LNG C5+ mol,Long reinjection mass flow kg/s,Reinjection mass flow kg/s,Status
90.527763746408,14.9301143477817,-2.25233895096577,-41.7070427519163,2.32324362900367,651.031108466776,90.1626278817786,0.000654958637596116,1.20893222988664,1.06686161773316,False
90,14.2995558819943,-2.8885935302168,-41.7970914937786,2.13602383849087,652.890058058969,87.9128660046388,0.00041889184242057,1.08071085253714,0.019944628010272,False
90.2482126031566,13.854523815275,-2.18775981848958,-40.9156074035212,2.06109410163192,653.926981857994,88.3361904285257,0.000505320870523337,0.99416800800291,0.088106878008503,False
90,13.7327429639309,-1.50701873098516,-41.3747029827162,2.04556775952719,654.088452412246,87.9547902117363,0.000609398636644585,0.960656586805295,0.345434513002756,True
90.5406248664262,13.1574662560768,-1.45183887573093,-40.7865472330743,2.03690016248482,654.379899305873,88.5040591911303,0.000696437772400377,0.945302190833102,0.314631751329909,True
90,13.0022586410387,-1.23550592097547,-40,2.02579582880746,654.34644602872,88.4507054862495,0.000731781554751348,0.935093145783593,0.314631751329909,False
90.5110218028849,12.3741875953187,-1.09340765559892,-40.6939549055648,1.93863151603537,655.788011698347,88.5727059266006,0.000944276536256553,0.867114011982391,0.712622653480977,True
90,11.7992141951645,-0.234416573569919,-40.0739563154122,1.86252886591598,656.804508850423,88.1377558677513,0.0011395403426408,0.80036660081111,0.817729566711296,True
90.2494214732963,10.9529393255558,-0.860235793067361,-40.7229502396273,1.7561494433007,658.632457745263,88.4935571760256,0.00144007388514108,0.747303418470389,1.42113212205769,True
90,10.5054538009419,-0.289954903153292,-40,1.6974687993011,659.609708134694,88.3027749119278,0.00157873616116328,0.701846484835658,1.39028659656142,True
