Feed flow rate limits kg/s,90,110,,,,,,,,,,,,,,,,
Recycle to feed ratio limits,0.025,0.175,,,,,,,,,,,,,,,,
TI-050 limits deg_C,-20,0,,,,,,,,,,,,,,,,
TI-150 limits deg_C,-55,-40,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Feed flow rate kg/s,Recycle flow rate kg/s,TI-050 deg_C,TI-150 deg_C,Condensate flow rate kg/s,Condensate density kg/m3,LNG flow rate kg/s,LNG C5+ mol,Long reinjection mass flow kg/s,Reinjection mass flow kg/s,Status
102.324131189289,9.9961419905026,-11.5197935968331,-43.1004761428159,2.21551174510836,655.441990252373,100.108897166853,0.000911148381385668,1.35426167874065,1.31169217277041,True
102.962132949218,11.0680379931154,-10.9397414107147,-42.8446066560125,2.34010196657744,654.057572045412,100.622348606627,0.000707517588471541,1.43883347104375,0.785101053755422,True
103.250883960488,10.1761702382262,-11.1271988945124,-43.7176255967711,2.19266885602205,655.994701643894,101.058542439008,0.00101038705604135,1.31179704924173,1.75828858391066,True
102.654430412557,9.92069920015526,-10.8516022875915,-43.953436265987,2.1323025691156,656.625207156311,100.522459729809,0.00113131714736748,1.25196478314775,2.05597251337651,True
102.129536737376,10.4183859993022,-11.082301596338,-44.2836789086817,2.20186356831924,655.532573982214,99.928034367023,0.000997460886639778,1.32458719371595,1.87804776671145,True
101.865500925285,9.40518238388164,-10.7364962587042,-44.9173359807607,2.01400473562332,658.085537313332,99.8518634100038,0.00137966471602178,1.15337168448212,2.85451865350248,True
101.400935787959,8.627932881393,-10.2896629481456,-45.5696083562797,1.86191386933073,660.234388101676,99.5394102405651,0.0017099953979653,1.02034422091854,3.6721047138551,True
100.566905997931,9.14717190424548,-10.4955751048628,-45.0524135042503,1.9701356815107,658.354753281319,98.5971351074346,0.00147931006944819,1.11508109229035,2.98980928763139,True
100.326832141996,8.81706264402992,-11.1262769715372,-44.4305527272764,1.96645239077739,658.290025530016,98.3606837990715,0.00140753758224129,1.1368939253505,2.6338627102454,True
100.120653833835,9.37931637718221,-10.9224785789097,-43.9780577113464,2.07154043041274,656.746740361261,98.049412201141,0.00121834912398738,1.21611070593339,2.09894998091082,True
