Feed flow rate limits kg/s,90,110,,,,,,,,,,,,,,,,
Recycle to feed ratio limits,0.025,0.175,,,,,,,,,,,,,,,,
TI-050 limits deg_C,-20,0,,,,,,,,,,,,,,,,
TI-150 limits deg_C,-55,-40,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Feed flow rate kg/s,Recycle flow rate kg/s,TI-050 deg_C,TI-150 deg_C,Condensate flow rate kg/s,Condensate density kg/m3,LNG flow rate kg/s,LNG C5+ mol,Long reinjection mass flow kg/s,Reinjection mass flow kg/s,Status
108.359230847916,7.2258447365035,-3.03283746183569,-46.4531060935655,1.4518792171962,665.740337696561,106.90693591613,0.00284526985853522,0.592981293958293,6.2376205405841,True
109.144215455473,7.99661136070466,-3.52750621909334,-46.5674254038508,1.56592887345079,665.150424102255,107.577858871063,0.00269158292742518,0.654559047975519,6.08110443637613,True
109.569364256802,8.21435587873054,-3.60673492900131,-46.1015043786581,1.61346827863463,664.939706959766,107.955483872849,0.00262134348024504,0.678233288987878,5.75801966837599,True
110,8.2142302921269,-3.75596170234835,-45.9508059062707,1.61261953639357,664.927661081417,108.386971843785,0.00261577690221222,0.680761707448274,5.70715777640024,True
109.816643764822,7.79213636902845,-4.74588014309738,-45.2587910077427,1.62312737883811,664.648071449907,108.193972732627,0.00255003292119624,0.707355529464527,5.2729232965749,True
110,7.54610754619983,-4.9590288920391,-44.880931930951,1.630795957645,664.590647388711,108.369615456774,0.00255232199206829,0.715605525848464,5.10063479476489,True
109.877324458479,8.13315023403003,-5.69885289127551,-44.1039708195004,1.74470602178218,663.775062437224,108.132969468801,0.00234557704443292,0.791931134959863,4.39706587350646,True
109.878746519388,8.87813341929136,-5.46254154969291,-44.1789279296426,1.78654969025421,663.453556475274,108.092578845062,0.00226656983259066,0.809246055514358,4.30327119022413,True
110,9.94005492190254,-5.41324045605611,-44.2031198486878,1.87870105312964,662.433817314922,108.121716659261,0.00208771847547153,0.861911761166058,4.02658534964354,True
109.477322816224,10.1840459609349,-4.87739693287682,-44.7887023077085,1.84496524634975,662.732958586188,107.632822782422,0.00215108760914255,0.830020410957466,4.38358357379841,True
