Feed flow rate limits kg/s,90,110,,,,,,,,,,,,,,,,
Recycle to feed ratio limits,0.025,0.175,,,,,,,,,,,,,,,,
TI-050 limits deg_C,-20,0,,,,,,,,,,,,,,,,
TI-150 limits deg_C,-55,-40,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Feed flow rate kg/s,Recycle flow rate kg/s,TI-050 deg_C,TI-150 deg_C,Condensate flow rate kg/s,Condensate density kg/m3,LNG flow rate kg/s,LNG C5+ mol,Long reinjection mass flow kg/s,Reinjection mass flow kg/s,Status
105.582409496681,3.39254309422102,-0.68021465012017,-40.136582913853,1.11207771289185,667.306969292099,104.470177787221,0.00347082845359182,0.415894245915595,4.40338689391661,True
105.300458869139,3.66300199363004,-1.50247125229089,-40.9537175873223,1.2042792505188,666.942791116645,104.096152073656,0.00333215313808119,0.462901438763444,4.4476447368229,True
105.693337278384,3.09331216552515,-2.11342099805475,-40.5794912320013,1.14665844051159,666.820461921547,104.546507203797,0.0034034110165536,0.448798462896435,4.46135667961173,True
105.983122071609,2.64957805179022,-1.78866245929183,-40.7517699091465,1.08764380233545,666.972318949721,104.895278801569,0.00352958912656889,0.421000901609374,4.69864164632533,True
106.274553326624,3.21637336646723,-1.95264934870751,-40.8619653831895,1.20209154499434,666.843354469198,105.072296485529,0.00336208108679107,0.468327569826622,4.50840511819175,True
106.840608321326,3.92699722877996,-2.01248934942206,-40.9519474956719,1.2566054792091,666.715731166618,105.584079624359,0.00324261982179219,0.491388161785773,4.39665445334386,True
106.456613046069,4.75631268302333,-2.23505623080025,-41.5115350114109,1.33273671875592,666.395257091797,105.123817177983,0.00308664863290261,0.527057483117975,4.36784063160032,True
105.757400106026,4.33414115816855,-1.41036684210296,-41.2926353249034,1.22694992046071,666.891284815406,104.530340314545,0.00324611286337438,0.470889291853413,4.49832913671378,True
106.208983044334,4.52172915916648,-0.703473646610304,-40.3429162844379,1.27107279884226,667.01591248975,104.938231422568,0.00320705888706543,0.477973756451648,4.12307736056798,True
106.633025514761,4.52379230503783,-0.00799379243610909,-40.7036507708482,1.21970960506218,667.331233825613,105.413195827688,0.00331610731404433,0.44818984007613,4.41885734142122,True
