Feed flow rate limits kg/s,90,110,,,,,,,,,,,,,,,,
Recycle to feed ratio limits,0.025,0.175,,,,,,,,,,,,,,,,
TI-050 limits deg_C,-20,0,,,,,,,,,,,,,,,,
TI-150 limits deg_C,-55,-40,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Feed flow rate kg/s,Recycle flow rate kg/s,TI-050 deg_C,TI-150 deg_C,Condensate flow rate kg/s,Condensate density kg/m3,LNG flow rate kg/s,LNG C5+ mol,Long reinjection mass flow kg/s,Reinjection mass flow kg/s,Status
109.407439082745,15.1575729735633,-15.0721342053714,-52.9978906494629,2.45741676301686,654.315549195705,106.950430668254,0.000751112135642918,1.73886051049265,6.35708887125583,True
108.433813839236,14.5757226930058,-16.0679343347651,-53.1542105470826,2.43551006609554,654.322884039216,105.998731628883,0.000721405296828096,1.78483327188732,6.33297497154862,True
108.042941752819,14.6879875363702,-15.3462598112153,-53.196203090366,2.40818928620615,654.539331505834,105.635158445389,0.000779696602622634,1.71165874638565,6.51348450199889,True
108.212640111293,15.3832153709967,-14.8365701285874,-52.4336174901211,2.48184540316433,653.737060606289,105.731218601908,0.000659680273235896,1.7683375794308,5.63116297287281,True
108.466685555574,16.1242329216326,-15.1497071015895,-53.091601754822,2.5039168375984,653.553921538336,105.963069401452,0.000594066005066849,1.81993713484633,6.01526337855887,True
108.760125524836,15.1006651618556,-15.2767502938529,-53.2476162071515,2.42479972551767,654.53419355364,106.335698007023,0.000740730904626138,1.72177386455912,6.56099197781501,True
109.734057186408,15.5023843452509,-15.0995081175925,-53.5064644137379,2.47105062915908,654.256273732823,107.263336470235,0.000756143907416893,1.75279991288243,6.80630919379514,True
108.878820754226,14.3197552959799,-15.7622108186744,-52.9616591845756,2.41638578304081,654.663893766406,106.462898709225,0.000780628326888172,1.73779063173618,6.36867211764923,True
109.675094139464,13.6752002255999,-16.4845933632398,-52.371048177002,2.45144312372757,654.46634227309,107.224191049912,0.000756264100622667,1.81463554706342,5.83291408355894,True
109.76788033422,13.3374362158928,-17.4403164508006,-53.0945353537893,2.43867684151471,654.633780617314,107.329729109598,0.00077795102076026,1.86152738781161,6.39785777677484,True
